date,forecast_sales,forecast_lower,forecast_upper,actual_sales,level,group_name
2015-05-31,2214.5331650635776,2214.533163734647,2214.5331662509907,2214.507977793134,subcategory,Bookcases
2015-06-30,694.3386680584676,694.3386667604491,694.3386693566262,694.3325490234838,subcategory,Bookcases
2015-07-31,1976.2727572669444,1976.2727559914226,1976.2727585682353,1976.3020092162983,subcategory,Bookcases
2015-08-31,2226.2826007328767,2226.282599456251,2226.2826019326017,2226.29781937441,subcategory,Bookcases
2015-09-30,6445.423158926093,6445.423157745777,6445.423160243686,6445.396820271024,subcategory,Bookcases
2015-10-31,715.3978987754313,715.3978975756394,715.3979000669547,715.415202917038,subcategory,Bookcases
2015-11-30,6599.7270358887545,6599.727034581077,6599.727037091167,6599.740094217269,subcategory,Bookcases
2015-12-31,2115.452677989647,2115.452676821201,2115.4526793092255,2115.4457553676966,subcategory,Bookcases
2016-01-31,1605.4984115960629,1605.4984103029626,1605.498412837558,1605.4871278262744,subcategory,Bookcases
2016-02-29,912.4379647823375,912.4379635432889,912.4379659720503,912.449418597142,subcategory,Bookcases
2016-03-31,1113.985276425985,1113.9852752185907,1113.9852777017168,1113.9924796550044,subcategory,Bookcases
2016-04-30,1464.3413219290853,1464.3413206194598,1464.341323166545,1464.3511717953097,subcategory,Bookcases
2016-05-31,920.975808478923,920.9758072875595,920.9758097108377,920.9542075932002,subcategory,Bookcases
2016-06-30,3879.77429637232,3879.774295066128,3879.7742976119484,3879.765115946185,subcategory,Bookcases
2016-07-31,2346.5107189543223,2346.5107176098013,2346.510720276236,2346.540490958924,subcategory,Bookcases
2016-08-31,606.8959344965097,606.8959332359057,606.8959356862089,606.9093001396232,subcategory,Bookcases
2016-09-30,5205.56360543671,5205.563604246116,5205.5636066914885,5205.538508744944,subcategory,Bookcases
2016-10-31,3411.5996951679203,3411.5996939069864,3411.599696447529,3411.6133005642296,subcategory,Bookcases
2016-11-30,5162.583296279556,5162.5832950024405,5162.583297496559,5162.600478223867,subcategory,Bookcases
2016-12-31,3368.3516736089096,3368.351672278534,3368.3516747341578,3368.3412335759176,subcategory,Bookcases
2017-01-31,1361.525864607362,1361.5258633543783,1361.5258658608172,1361.514928244566,subcategory,Bookcases
2017-02-28,766.8169873711595,766.8169861348587,766.8169886832222,766.8283404075999,subcategory,Bookcases
2017-03-31,1786.4756507874088,1786.4756495529011,1786.4756519818036,1786.4815226537808,subcategory,Bookcases
2017-04-30,1471.9864219060541,1471.986420648073,1471.9864231589906,1471.9969175294757,subcategory,Bookcases
2017-05-31,1558.9642870132272,1558.9642858455795,1558.9642882332373,1558.9408091142805,subcategory,Bookcases
2017-06-30,3014.5272333821817,3014.5272321581647,3014.5272345769185,3014.518383210125,subcategory,Bookcases
2017-07-31,2393.1695826623504,2393.169581389804,2393.169583818976,2393.198523796997,subcategory,Bookcases
2017-08-31,1328.7108520327515,1328.7108507340092,1328.7108532760583,1328.7241712517498,subcategory,Bookcases
2017-09-30,5830.740448132225,5830.740446824113,5830.740449330866,5830.714242107597,subcategory,Bookcases
2017-10-31,2709.165661324812,2709.1656599884814,2709.165662588193,2709.179845289498,subcategory,Bookcases
2017-11-30,5832.4986911701435,5832.4986898941615,5832.49869240474,5832.513828511794,subcategory,Bookcases
2017-12-31,3146.9470193877814,3146.947018088682,3146.9470206316655,3146.9370590098883,subcategory,Bookcases
2018-01-31,1633.5681904422738,1633.5681891362653,1633.5681917521147,1633.5564616419674,subcategory,Bookcases
2018-02-28,628.7902892782545,628.7902879953257,628.7902904664088,628.8015259103659,subcategory,Bookcases
2018-03-31,2461.8504032076826,2461.850401969524,2461.850404344973,2461.854948283968,subcategory,Bookcases
2018-04-30,1475.1067034454786,1475.1067022251027,1475.1067046923654,1475.1178321027453,subcategory,Bookcases
2018-05-31,2183.223359074984,2183.2233579132203,2183.223360325336,2183.198011722592,subcategory,Bookcases
2018-06-30,2145.333669747235,2145.33366850698,2145.3336709488294,2145.3251673447758,subcategory,Bookcases
2018-07-31,2462.677330792872,2462.6773295584303,2462.677332107743,2462.705424754594,subcategory,Bookcases
2018-08-31,2061.7604394445143,2061.760438140988,2061.760440581411,2061.7737023563964,subcategory,Bookcases
2018-09-30,6437.180462561335,6437.180461351392,6437.180463774771,6437.153170958949,subcategory,Bookcases
2018-10-31,2003.1813366145743,2003.1813354626236,2003.1813378952331,2003.1960821947453,subcategory,Bookcases
2018-11-30,6504.627537584839,6504.627536346672,6504.627538887802,6504.6406217684,subcategory,Bookcases
2018-12-31,2922.1951394345942,2922.1951381391395,2922.195140681113,2922.18567994276,subcategory,Bookcases
2019-01-31,1907.8654009791578,1907.865396071648,1907.8654056245518,,subcategory,Bookcases
2019-02-28,498.494734725316,498.4947181018857,498.4947508527472,,subcategory,Bookcases
2019-03-31,3139.5610422592003,3139.5610065879646,3139.561075606977,,subcategory,Bookcases
2019-04-30,1473.6087418712505,1473.6086813220913,1473.6087978425724,,subcategory,Bookcases
2019-05-31,2793.4944176775475,2793.4943284019996,2793.4944957341963,,subcategory,Bookcases
2019-06-30,1273.29963636555,1273.2995158756744,1273.2997436851817,,subcategory,Bookcases
2019-07-31,2555.2334299203194,2555.2332859519597,2555.2335702838213,,subcategory,Bookcases
2019-08-31,2805.2429777369402,2805.2427983187386,2805.243152639052,,subcategory,Bookcases
2019-09-30,7024.383249852875,7024.383031400891,7024.3834661004885,,subcategory,Bookcases
2019-10-31,1294.3576940902758,1294.3574297899297,1294.3579536113416,,subcategory,Bookcases
2019-11-30,7178.68681527435,7178.6865039340455,7178.687112852862,,subcategory,Bookcases
2019-12-31,2694.412440924116,2694.412087882539,2694.4127843718243,,subcategory,Bookcases
2014-01-31,1885.2003317970089,1885.2002345313927,1885.2004261639372,1885.2381357602055,subcategory,Chairs
2014-02-28,1326.933062025836,1326.9329705674718,1326.9331613424176,1326.9359207917296,subcategory,Chairs
2014-03-31,4567.071091956818,4567.070991264587,4567.0711842467845,4567.044874667382,subcategory,Chairs
2014-04-30,3462.570067900964,3462.569968854646,3462.5701607803235,3462.5738014399903,subcategory,Chairs
2014-05-31,5378.507820727376,5378.507726045059,5378.507916623026,5378.558586511331,subcategory,Chairs
2014-06-30,4869.236883514472,4869.236784747118,4869.236981304537,4869.239763035319,subcategory,Chairs
2014-07-31,5558.215278906364,5558.215180466045,5558.2153781198995,5558.174324538397,subcategory,Chairs
2014-08-31,3123.728955838561,3123.728858850371,3123.7290526355114,3123.745594858065,subcategory,Chairs
2014-09-30,11853.449649511394,11853.44955466883,11853.449747493944,11853.487578743445,subcategory,Chairs
2014-10-31,5720.567260603815,5720.567162514669,5720.567361128649,5720.56888024037,subcategory,Chairs
2014-11-30,10982.279787908841,10982.279687662704,10982.279887144827,10982.239402018531,subcategory,Chairs
2014-12-31,13264.626422579813,13264.626328387836,13264.626522929382,13264.619786778125,subcategory,Chairs
2015-01-31,2639.8889051462343,2639.888804686522,2639.889004058957,2639.925746158098,subcategory,Chairs
2015-02-28,2375.3519517171617,2375.351853999481,2375.352048136114,2375.3534777691584,subcategory,Chairs
2015-03-31,5184.89437565742,5184.894278959063,5184.894467771531,5184.867201864931,subcategory,Chairs
2015-04-30,3309.3869839013346,3309.3868852634405,3309.3870791247564,3309.389660683104,subcategory,Chairs
2015-05-31,5426.133230877918,5426.133130594911,5426.133324764262,5426.182189369683,subcategory,Chairs
2015-06-30,6081.455532890503,6081.45542506227,6081.455624170101,6081.457930396622,subcategory,Chairs
2015-07-31,7312.16622703898,7312.166127373882,7312.166328669324,7312.124104816477,subcategory,Chairs
2015-08-31,2356.4702221486614,2356.470119170802,2356.470328126471,2356.485158021584,subcategory,Chairs
2015-09-30,12012.962316126244,12012.962218049934,12012.962413916044,12012.998586040289,subcategory,Chairs
2015-10-31,7289.612957143302,7289.6128655681,7289.613057407776,7289.614313911871,subcategory,Chairs
2015-11-30,11230.853343869621,11230.853248776923,11230.853444436752,11230.812150935371,subcategory,Chairs
2015-12-31,13283.4663012046,13283.46620268155,13283.466408551405,13283.457577402927,subcategory,Chairs
2016-01-31,3410.9364275610433,3410.936329747514,3410.936527971593,3410.972324731295,subcategory,Chairs
2016-02-29,1414.098501149123,1414.0983983707197,1414.0985957828202,1414.0991447117422,subcategory,Chairs
2016-03-31,5468.787644794725,5468.787552040992,5468.78774941902,5468.758734956607,subcategory,Chairs
2016-04-30,5949.250161432033,5949.250060843815,5949.2502557975995,5949.251089597117,subcategory,Chairs
2016-05-31,7542.162899141004,7542.162802850337,7542.163002540336,7542.212159153605,subcategory,Chairs
2016-06-30,4703.070054939271,4703.069958623108,4703.070153181157,4703.069901465642,subcategory,Chairs
2016-07-31,4170.447822528516,4170.447727075849,4170.4479297702255,4170.403420885286,subcategory,Chairs
2016-08-31,6792.066644639956,6792.066546973343,6792.0667450366755,6792.082601025141,subcategory,Chairs
2016-09-30,13797.593249078694,13797.593147983302,13797.59333996302,13797.629410160562,subcategory,Chairs
2016-10-31,4800.630178812951,4800.630088444975,4800.630280263021,4800.627575079653,subcategory,Chairs
2016-11-30,12629.925990948057,12629.925897687133,12629.92609153105,12629.882444605037,subcategory,Chairs
2016-12-31,15433.097343448047,15433.097245122033,15433.097437445884,15433.090010447362,subcategory,Chairs
2017-01-31,3343.6938159008396,3343.6937164133706,3343.6939158956257,3343.727766036006,subcategory,Chairs
2017-02-28,2470.767679611021,2470.7675736785586,2470.7677769164184,2470.767077729407,subcategory,Chairs
2017-03-31,6126.16549370759,6126.165397942331,6126.165601049033,6126.135505873945,subcategory,Chairs
2017-04-30,5807.334209851581,5807.334115502039,5807.334314595303,5807.334075211891,subcategory,Chairs
2017-05-31,7548.557724873196,7548.557623138136,7548.557824458571,7548.605426475286,subcategory,Chairs
2017-06-30,5873.950908083735,5873.950809391034,5873.951000808999,5873.949888752656,subcategory,Chairs
2017-07-31,5975.058126294969,5975.058029104712,5975.058224095253,5975.012934274584,subcategory,Chairs
2017-08-31,6067.164976429984,6067.164874230309,6067.165080971874,6067.17890524296,subcategory,Chairs
2017-09-30,13913.009223483641,13913.009122302918,13913.009320685538,13913.043931010052,subcategory,Chairs
2017-10-31,6355.097139921153,6355.0970424794805,6355.097241425265,6355.094206226786,subcategory,Chairs
2017-11-30,12913.20674913916,12913.20665188636,12913.206848616794,12913.162356559636,subcategory,Chairs
2017-12-31,15445.906437638669,15445.906342436958,15445.906530725331,15445.89708908862,subcategory,Chairs
2018-01-31,4081.947931857063,4081.9478331618343,4081.948021743162,4081.9809258260334,subcategory,Chairs
2018-02-28,3523.684085446671,3523.6839796410954,3523.6841859362753,3523.682143706985,subcategory,Chairs
2018-03-31,6763.825905524171,6763.825806127702,6763.826001823595,6763.794898262771,subcategory,Chairs
2018-04-30,5659.328618281126,5659.328519195271,5659.328722411382,5659.32750312413,subcategory,Chairs
2018-05-31,7575.270232452128,7575.270130060954,7575.270330529973,7575.316088798461,subcategory,Chairs
2018-06-30,7066.002835275211,7066.002743794918,7066.002934849937,7066.000943387936,subcategory,Chairs
2018-07-31,7754.984888694649,7754.984793618306,7754.984985448834,7754.939305549061,subcategory,Chairs
2018-08-31,5320.502521223849,5320.502429020352,5320.5026190269955,5320.514376572575,subcategory,Chairs
2018-09-30,14050.22704289529,14050.22692854731,14050.227136042125,14050.260038576162,subcategory,Chairs
2018-10-31,7917.348324062836,7917.34822819982,7917.348424604886,7917.345140784487,subcategory,Chairs
2018-11-30,13179.064527507158,13179.064430401242,13179.064630273995,13179.01934061716,subcategory,Chairs
2018-12-31,15461.414960852067,15461.4148648495,15461.415062268345,15461.403526086537,subcategory,Chairs
2019-01-31,4836.681263336888,4836.6810953807335,4836.6814206369745,,subcategory,Chairs
2019-02-28,4572.14776015212,4572.147275242739,4572.148192972599,,subcategory,Chairs
2019-03-31,7381.694048444758,7381.693087146583,7381.694987812536,,subcategory,Chairs
2019-04-30,5506.1903963986015,5506.188852363494,5506.191950795194,,subcategory,Chairs
2019-05-31,7622.940546534969,7622.938319726816,7622.942999086292,,subcategory,Chairs
2019-06-30,8278.266625786126,8278.263543627734,8278.269860249377,,subcategory,Chairs
2019-07-31,9508.979821533021,9508.975829638668,9508.983842101106,,subcategory,Chairs
2019-08-31,4553.28631825176,4553.281542790252,4553.291212197695,,subcategory,Chairs
2019-09-30,14209.779425900859,14209.773746612043,14209.785054388927,,subcategory,Chairs
2019-10-31,9486.431114387753,9486.424576364609,9486.43763912544,,subcategory,Chairs
2019-11-30,13427.672553804172,13427.664908575009,13427.679900900881,,subcategory,Chairs
2019-12-31,15480.286598906452,15480.27769970155,15480.294984767168,,subcategory,Chairs
2014-01-31,160.44766116794415,160.4476611616392,160.44766117447244,160.42896264430522,subcategory,Furnishings
2014-02-28,-29.515379068055836,-29.515379074287186,-29.51537906187262,-29.487968012142343,subcategory,Furnishings
2014-03-31,552.7140886029241,552.7140885973033,552.7140886096156,552.6820595194184,subcategory,Furnishings
2014-04-30,1477.7565362774396,1477.7565362712119,1477.7565362836065,1477.7834006509029,subcategory,Furnishings
2014-05-31,826.2365467437373,826.2365467371545,826.2365467494159,826.2145276181093,subcategory,Furnishings
2014-06-30,952.3281826085761,952.3281826023899,952.3281826147867,952.3245624740975,subcategory,Furnishings
2014-07-31,1165.2545018199514,1165.254501813163,1165.2545018262376,1165.279957659213,subcategory,Furnishings
2014-08-31,514.2521438117079,514.2521438056326,514.2521438180343,514.2186634296634,subcategory,Furnishings
2014-09-30,2344.5748191444727,2344.574819138406,2344.5748191504063,2344.608245470541,subcategory,Furnishings
2014-10-31,700.4482664901099,700.4482664835738,700.4482664959766,700.4194420955046,subcategory,Furnishings
2014-11-30,3606.1687837483473,3606.168783742059,3606.1687837542486,3606.175608342277,subcategory,Furnishings
2014-12-31,2662.9667394138255,2662.966739407678,2662.9667394204944,2662.970269501279,subcategory,Furnishings
2015-01-31,985.3303076696293,985.3303076636578,985.3303076758006,985.3119184245892,subcategory,Furnishings
2015-02-28,416.4019025685461,416.4019025623787,416.40190257465815,416.4294425616236,subcategory,Furnishings
2015-03-31,757.6239418489772,757.623941843,757.6239418549213,757.5925038619729,subcategory,Furnishings
2015-04-30,2330.7400128733966,2330.7400128673557,2330.7400128795025,2330.7671309918924,subcategory,Furnishings
2015-05-31,703.4070885014256,703.4070884952883,703.4070885073327,703.3854694290452,subcategory,Furnishings
2015-06-30,1585.3914145915087,1585.3914145852013,1585.3914145972017,1585.3884160644116,subcategory,Furnishings
2015-07-31,1378.970556017835,1378.970556011597,1378.9705560244252,1378.9963376693377,subcategory,Furnishings
2015-08-31,1214.7579330587223,1214.7579330524004,1214.7579330649871,1214.72489222512,subcategory,Furnishings
2015-09-30,2801.4501564825896,2801.450156476302,2801.450156489216,2801.483572802738,subcategory,Furnishings
2015-10-31,1053.6020766457316,1053.6020766396302,1053.6020766515326,1053.5738457964694,subcategory,Furnishings
2015-11-30,4092.579935237996,4092.5799352321615,4092.579935244158,4092.587263829225,subcategory,Furnishings
2015-12-31,2566.246067614242,2566.2460676083183,2566.2460676206133,2566.250093071467,subcategory,Furnishings
2016-01-31,1818.5899382390603,1818.5899382325208,1818.5899382455427,1818.5718658953083,subcategory,Furnishings
2016-02-29,742.0920633371998,742.0920633307862,742.0920633434285,742.1207832920852,subcategory,Furnishings
2016-03-31,1828.189989615355,1828.1899896091084,1828.1899896216962,1828.1584607671757,subcategory,Furnishings
2016-04-30,1435.3872705568383,1435.387270550655,1435.3872705631622,1435.4151855016812,subcategory,Furnishings
2016-05-31,2741.011656963456,2741.01165695739,2741.0116569700076,2740.990501351304,subcategory,Furnishings
2016-06-30,1379.9057423440383,1379.905742338378,1379.9057423504735,1379.902494471649,subcategory,Furnishings
2016-07-31,2427.7675429131205,2427.7675429067313,2427.7675429191013,2427.7939019398063,subcategory,Furnishings
2016-08-31,804.5683362649013,804.5683362587286,804.5683362707895,804.5356417617427,subcategory,Furnishings
2016-09-30,3094.9977223336173,3094.9977223280353,3094.9977223401693,3095.0327256292203,subcategory,Furnishings
2016-10-31,1667.9921037479326,1667.9921037418374,1667.992103754322,1667.9637806640217,subcategory,Furnishings
2016-11-30,4295.6217203464585,4295.621720340359,4295.62172035295,4295.629131976928,subcategory,Furnishings
2016-12-31,4550.956121763984,4550.956121757946,4550.9561217704595,4550.960254790723,subcategory,Furnishings
2017-01-31,1023.9647443067554,1023.9647443006353,1023.9647443124566,1023.9473589180724,subcategory,Furnishings
2017-02-28,1198.8150863082064,1198.8150863018543,1198.8150863140982,1198.8439672862514,subcategory,Furnishings
2017-03-31,2029.4053368882883,2029.4053368820028,2029.4053368945144,2029.3743539894476,subcategory,Furnishings
2017-04-30,2299.003042468924,2299.003042462745,2299.0030424750857,2299.0312489507733,subcategory,Furnishings
2017-05-31,2625.3967177672034,2625.396717761173,2625.3967177734253,2625.375929676158,subcategory,Furnishings
2017-06-30,2003.6166112703252,2003.6166112640894,2003.616611276868,2003.613984346366,subcategory,Furnishings
2017-07-31,2634.691734324878,2634.6917343181753,2634.69173433147,2634.7184591562755,subcategory,Furnishings
2017-08-31,1497.2212039053147,1497.2212038994303,1497.2212039116966,1497.1889154906717,subcategory,Furnishings
2017-09-30,3562.1839870530357,3562.183987047264,3562.1839870594526,3562.2190189857643,subcategory,Furnishings
2017-10-31,2025.056385443897,2025.0563854376678,2025.056385450303,2025.0286068102812,subcategory,Furnishings
2017-11-30,4793.673278904644,4793.673278898182,4793.673278911148,4793.6812075344005,subcategory,Furnishings
2017-12-31,4444.502655795779,4444.50265578933,4444.502655801783,4444.507298234443,subcategory,Furnishings
2018-01-31,1840.1467093813158,1840.1467093748802,1840.1467093874044,1840.1296256012472,subcategory,Furnishings
2018-02-28,1650.183669098836,1650.183669092574,1650.1836691048936,1650.2126948917776,subcategory,Furnishings
2018-03-31,2232.413136719135,2232.4131367131895,2232.4131367245573,2232.38272238195,subcategory,Furnishings
2018-04-30,3157.455584367129,3157.4555843609924,3157.455584373036,3157.4840634702614,subcategory,Furnishings
2018-05-31,2505.935594816522,2505.9355948099205,2505.935594822227,2505.915190434376,subcategory,Furnishings
2018-06-30,2632.027230663998,2632.027230658029,2632.0272306702573,2632.0252252699925,subcategory,Furnishings
2018-07-31,2844.9535498645682,2844.95354985866,2844.953549870874,2844.9806204411902,subcategory,Furnishings
2018-08-31,2193.9511918415296,2193.95119183545,2193.951191847597,2193.9193262188264,subcategory,Furnishings
2018-09-30,4024.2738671553916,4024.2738671492516,4024.2738671622783,4024.3089082131455,subcategory,Furnishings
2018-10-31,2380.1473144428614,2380.1473144367556,2380.1473144488914,2380.12010479342,subcategory,Furnishings
2018-11-30,5285.867831622067,5285.867831615882,5285.867831628037,5285.87627094205,subcategory,Furnishings
2018-12-31,4342.66578720939,4342.6657872033,4342.665787215201,4342.670932045451,subcategory,Furnishings
2019-01-31,2665.0293554100967,2665.029355114779,2665.0293558050157,,subcategory,Furnishings
2019-02-28,2096.1009502551697,2096.1009492008916,2096.1009515387013,,subcategory,Furnishings
2019-03-31,2437.3229894852275,2437.3229870717473,2437.3229921495686,,subcategory,Furnishings
2019-04-30,4010.4390604554314,4010.439056344866,4010.439064837066,,subcategory,Furnishings
2019-05-31,2383.10613601302,2383.1061297660576,2383.1061423967876,,subcategory,Furnishings
2019-06-30,3265.0904620284105,3265.090453838923,3265.0904703755004,,subcategory,Furnishings
2019-07-31,3058.6696033450257,3058.6695925025383,3058.6696137507774,,subcategory,Furnishings
2019-08-31,2894.4569802670267,2894.4569673462142,2894.456993105649,,subcategory,Furnishings
2019-09-30,4481.149203586517,4481.149188088583,4481.149218900446,,subcategory,Furnishings
2019-10-31,2733.301123636806,2733.301104969905,2733.301141487398,,subcategory,Furnishings
2019-11-30,5772.278982155052,5772.278960637423,5772.27900286994,,subcategory,Furnishings
2019-12-31,4245.94511445895,4245.94508949616,4245.945138463767,,subcategory,Furnishings
2014-01-31,1556.8484962680286,1556.8484954815742,1556.8484970380978,1556.9111867203487,subcategory,Tables
2014-02-28,275.1293748435719,275.1293740091496,275.12937561896416,275.184376704824,subcategory,Tables
2014-03-31,3847.792025099832,3847.792024325766,3847.792025876895,3847.781321680286,subcategory,Tables
2014-04-30,1930.7902872444627,1930.7902864400842,1930.7902879940705,1930.730063903571,subcategory,Tables
2014-05-31,1023.8425785653417,1023.842577841451,1023.8425793241024,1023.7855676524176,subcategory,Tables
2014-06-30,2902.892271927662,2902.892271172856,2902.8922727033837,2902.898367669773,subcategory,Tables
2014-07-31,1977.4409439811534,1977.440943224499,1977.4409447465212,1977.5093083766596,subcategory,Tables
2014-08-31,3561.1182450146866,3561.1182442843183,3561.118245817982,3561.187411489215,subcategory,Tables
2014-09-30,4454.807733457122,4454.807732701346,4454.807734248353,4454.80858804598,subcategory,Tables
2014-10-31,4554.443200716489,4554.443199959969,4554.443201501925,4554.393315258186,subcategory,Tables
2014-11-30,7186.184776205687,7186.184775434389,7186.184776948375,7186.136881150903,subcategory,Tables
2014-12-31,8307.510471483587,8307.510470685165,8307.51047222193,8307.512298369853,subcategory,Tables
2015-01-31,2865.285933959242,2865.285933143845,2865.28593477899,2865.34949386197,subcategory,Tables
2015-02-28,789.9400661723334,789.9400653665232,789.9400669209186,789.9945348704996,subcategory,Tables
2015-03-31,5145.234226488535,5145.234225727535,5145.234227135126,5145.223056811423,subcategory,Tables
2015-04-30,2838.0180291813185,2838.018028405717,2838.0180299350213,2837.9581665007154,subcategory,Tables
2015-05-31,455.5383977617371,455.53839702915485,455.5383985251082,455.4822530592014,subcategory,Tables
2015-06-30,2621.1170431770197,2621.117042444053,2621.117043911034,2621.1244922528617,subcategory,Tables
2015-07-31,2972.163360561349,2972.1633597771784,2972.1633613689273,2972.2320714246016,subcategory,Tables
2015-08-31,4329.8928948169605,4329.8928939833195,4329.892895559484,4329.961796666766,subcategory,Tables
2015-09-30,5607.703223906266,5607.703223180335,5607.703224686374,5607.703572761698,subcategory,Tables
2015-10-31,5559.891419081425,5559.891418321029,5559.89141985027,5559.841593311092,subcategory,Tables
2015-11-30,6971.400048063397,6971.400047295556,6971.400048814653,6971.353065838022,subcategory,Tables
2015-12-31,7423.089431288902,7423.089430486288,7423.089432043522,7423.092588889087,subcategory,Tables
2016-01-31,4202.098122451734,4202.098121690619,4202.098123169252,4202.162502128973,subcategory,Tables
2016-02-29,1331.1399464201313,1331.1399455900164,1331.139947089662,1331.1972464093928,subcategory,Tables
2016-03-31,3310.0093416443774,3310.0093408691864,3310.0093423806725,3310.0009660260894,subcategory,Tables
2016-04-30,2085.0779540256362,2085.0779533042055,2085.0779547886787,2085.0185040688825,subcategory,Tables
2016-05-31,4164.398179673705,4164.398178951295,4164.398180439995,4164.340911259789,subcategory,Tables
2016-06-30,5600.534487680691,5600.534486924028,5600.534488443433,5600.53918198218,subcategory,Tables
2016-07-31,2132.7854902809404,2132.785489513864,2132.785491095771,2132.8543398840643,subcategory,Tables
2016-08-31,4122.400116449043,4122.400115676194,4122.400117214426,4122.4710149502935,subcategory,Tables
2016-09-30,4204.999630476761,4204.999629765282,4204.999631228567,4205.002879312259,subcategory,Tables
2016-10-31,4529.993239243869,4529.993238492648,4529.993240057801,4529.944729157719,subcategory,Tables
2016-11-30,9600.034863360605,9600.034862642611,9600.034864021387,9599.986607640129,subcategory,Tables
2016-12-31,12196.961004698791,12196.961003966551,12196.961005421366,12196.961520401272,subcategory,Tables
2017-01-31,2343.305299977809,2343.305299241813,2343.3053007683284,2343.368415358568,subcategory,Tables
2017-02-28,1832.7612078575316,1832.7612070915097,1832.7612085754113,1832.8180510923132,subcategory,Tables
2017-03-31,4613.079407252556,4613.07940648645,4613.079407982854,4613.070532643005,subcategory,Tables
2017-04-30,3057.0985885545583,3057.0985877628336,3057.098589336932,3057.0393989030977,subcategory,Tables
2017-05-31,3637.9986702641463,3637.9986694937124,3637.9986710087787,3637.942180200545,subcategory,Tables
2017-06-30,5273.831278134593,5273.83127736479,5273.83127881458,5273.8373520477,subcategory,Tables
2017-07-31,3074.9402595166603,3074.940258753882,3074.9402602642176,3075.0095669183675,subcategory,Tables
2017-08-31,4869.145350660855,4869.145349914832,4869.145351353749,4869.216078152689,subcategory,Tables
2017-09-30,5364.2984028719875,5364.298402129546,5364.298403669357,5364.301122405038,subcategory,Tables
2017-10-31,5588.3359801767865,5588.335979460163,5588.335980966502,5588.2874317818,subcategory,Tables
2017-11-30,9440.178036416582,9440.178035701836,9440.178037198006,9440.130608961432,subcategory,Tables
2017-12-31,11276.785100720452,11276.7850999677,11276.785101490368,11276.786943948631,subcategory,Tables
2018-01-31,3622.9591267248575,3622.9591259206995,3622.9591274844333,3623.023162864178,subcategory,Tables
2018-02-28,2341.2400511568007,2341.2400504258717,2341.2400518979844,2341.296396916945,subcategory,Tables
2018-03-31,5913.90275217072,5913.90275143816,5913.902752867093,5913.8933942211,subcategory,Tables
2018-04-30,3996.9010675813206,3996.9010667581038,3996.9010683012893,3996.842187099127,subcategory,Tables
2018-05-31,3089.953413944939,3089.953413210186,3089.9534147002732,3089.897748918128,subcategory,Tables
2018-06-30,4969.003162590887,4969.003161804121,4969.003163384948,4969.010603738051,subcategory,Tables
2018-07-31,4043.551891760731,4043.551891010899,4043.551892497552,4043.621601064195,subcategory,Tables
2018-08-31,5627.229248933311,5627.229248185976,5627.229249686386,5627.299758486579,subcategory,Tables
2018-09-30,6520.918791678383,6520.918790907591,6520.918792412383,6520.92099139977,subcategory,Tables
2018-10-31,6620.554316544983,6620.554315751644,6620.554317321281,6620.505776866168,subcategory,Tables
2018-11-30,9252.295949990417,9252.29594927297,9252.295950777092,9252.249398123691,subcategory,Tables
2018-12-31,10373.621705166213,10373.621704410123,10373.621705957647,10373.624877209808,subcategory,Tables
2019-01-31,4931.397230008634,4931.397227030257,4931.3972328897225,,subcategory,Tables
2019-02-28,2856.0514185456586,2856.0514086606927,2856.0514279364343,,subcategory,Tables
2019-03-31,7211.345628659438,7211.345609138601,7211.345648226039,,subcategory,Tables
2019-04-30,4904.129479565874,4904.129448128253,4904.129510678725,,subcategory,Tables
2019-05-31,2521.649882979158,2521.649840054327,2521.6499282739164,,subcategory,Tables
2019-06-30,4687.228562106025,4687.228505343243,4687.228625234012,,subcategory,Tables
2019-07-31,5038.274913092806,5038.274840568988,5038.274991054041,,subcategory,Tables
2019-08-31,6396.004480949068,6396.00439210617,6396.00457752486,,subcategory,Tables
2019-09-30,7673.81483740677,7673.814727421195,7673.8149545401675,,subcategory,Tables
2019-10-31,7626.003060852954,7626.002932384539,7626.003196356654,,subcategory,Tables
2019-11-30,9037.511713268314,9037.511563088456,9037.51186697299,,subcategory,Tables
2019-12-31,9489.20112070009,9489.200948097608,9489.201296147316,,subcategory,Tables
2014-01-31,-1.1914664116225993,-1.1915386471830867,-1.1913951754596046,-1.1478137431773805,subcategory,Appliances
2014-02-28,61.73799313445903,61.73792538460287,61.73806269167673,61.70262246233176,subcategory,Appliances
2014-03-31,391.7270515792967,391.7269838010439,391.7271200641093,391.68229024162406,subcategory,Appliances
2014-04-30,1055.6073786970285,1055.6073150019567,1055.6074483989764,1055.5910204541128,subcategory,Appliances
2014-05-31,831.0611496172394,831.0610895313115,831.0612153659665,831.0655136997063,subcategory,Appliances
2014-06-30,587.553946349852,587.5538721288339,587.554018495047,587.6270429280664,subcategory,Appliances
2014-07-31,-369.5183226881843,-369.5183876251644,-369.518253546521,-369.5194209326946,subcategory,Appliances
2014-08-31,1840.5179400217667,1840.517867202767,1840.5180096959052,1840.50634237318,subcategory,Appliances
2014-09-30,1594.9835069823173,1594.9834358993876,1594.9835769789363,1594.938154736073,subcategory,Appliances
2014-10-31,1228.1792522521937,1228.179182613998,1228.1793188844772,1228.146944815187,subcategory,Appliances
2014-11-30,4263.694982696896,4263.694916785636,4263.695048263696,4263.737343948326,subcategory,Appliances
